id,tool,status,reason,cmd,expected_exit,actual_exit,expected_stdout,actual_stdout,stderr
921,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:anchor_start> data/many_match.txt,0,0,foo\nfoo\n,foo\nfoo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdo\x01: No such file or directory\n"
922,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:anchor_start> data/many_match.txt,0,0,1:foo\n4:foo\n,1:foo\n4:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdk\x01: No such file or directory\n"
923,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:anchor_start> data/many_match.txt,0,0,foo\nFOO\nfoo\n,foo\nFOO\nfoo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdn\x01: No such file or directory\n"
924,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:anchor_start> data/many_match.txt,0,0,1:foo\n3:FOO\n4:foo\n,1:foo\n3:FOO\n4:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdok\x01: No such file or directory\n"
925,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:anchor_start> data/many_match.txt,0,0,xfoo\nFOO\n,xfoo\nFOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdZk\x01: No such file or directory\n"
926,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:anchor_start> data/many_match.txt,0,0,2:xfoo\n3:FOO\n,2:xfoo\n3:FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdo\x01: No such file or directory\n"
927,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:anchor_start> data/many_match.txt,0,0,xfoo\n,xfoo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d0m\x01: No such file or directory\n"
928,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:anchor_start> data/many_match.txt,0,0,2:xfoo\n,2:xfoo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\\\ufffdn\x01: No such file or directory\n"
929,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:anchor_start> data/many_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\x08k\x01: No such file or directory\n"
930,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:anchor_start> data/many_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdn\x01: No such file or directory\n"
931,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:anchor_start> data/many_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x0ck\x01: No such file or directory\n"
932,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:anchor_start> data/many_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x1c\ufffdk\x01: No such file or directory\n"
933,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:anchor_start> data/unicode_content.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdo\x01: No such file or directory\n"
934,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:anchor_start> data/unicode_content.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdm\x01: No such file or directory\n"
935,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:anchor_start> data/unicode_content.txt,0,0,FOO\n,FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdk\x01: No such file or directory\n"
936,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:anchor_start> data/unicode_content.txt,0,0,2:FOO\n,2:FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdl\x01: No such file or directory\n"
937,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:anchor_start> data/unicode_content.txt,0,0,caf\xe9\nFOO\n\u5317\u4eac\nna\xefve\n123\n,caf\xe9\nFOO\n\u5317\u4eac\nna\xefve\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x02m\x01: No such file or directory\n"
938,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:anchor_start> data/unicode_content.txt,0,0,1:caf\xe9\n2:FOO\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,1:caf\xe9\n2:FOO\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdOm\x01: No such file or directory\n"
939,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:anchor_start> data/unicode_content.txt,0,0,caf\xe9\n\u5317\u4eac\nna\xefve\n123\n,caf\xe9\n\u5317\u4eac\nna\xefve\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd9k\x01: No such file or directory\n"
940,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:anchor_start> data/unicode_content.txt,0,0,1:caf\xe9\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,1:caf\xe9\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\ufffdl\x01: No such file or directory\n"
941,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:anchor_start> data/unicode_content.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\x03m\x01: No such file or directory\n"
942,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:anchor_start> data/unicode_content.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdVo\x01: No such file or directory\n"
943,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:anchor_start> data/unicode_content.txt,0,0,5\n,5\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd_m\x01: No such file or directory\n"
944,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:anchor_start> data/unicode_content.txt,0,0,4\n,4\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\ufffd\ufffdl\x01: No such file or directory\n"
945,icgrep,FAIL,missing input path should return error,icgrep -colors=never -f <regex-file:anchor_start> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d'k\x01: No such file or directory\n"
946,icgrep,FAIL,missing input path should return error,icgrep -colors=never -i -f <regex-file:anchor_start> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\u075bk\x01: No such file or directory\n"
947,icgrep,FAIL,missing input path should return error,icgrep -colors=never -v -f <regex-file:anchor_start> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x1ao\x01: No such file or directory\n"
948,icgrep,FAIL,missing input path should return error,icgrep -colors=never -v -i -f <regex-file:anchor_start> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x1c\ufffdm\x01: No such file or directory\n"
949,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -f <regex-file:anchor_start> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\x10m\x01: No such file or directory\n"
950,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -i -f <regex-file:anchor_start> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\u0727o\x01: No such file or directory\n"
951,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -v -f <regex-file:anchor_start> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x1c\ufffdj\x01: No such file or directory\n"
952,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -v -i -f <regex-file:anchor_start> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\u8711o\x01: No such file or directory\n"
953,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:anchor_end> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(\ufffd\x13m\x01: No such file or directory\n"
954,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:anchor_end> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\to\x01: No such file or directory\n"
955,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:anchor_end> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdo\x01: No such file or directory\n"
956,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:anchor_end> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdk\x01: No such file or directory\n"
957,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:anchor_end> data/empty.txt,0,0,\n,\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdn\x01: No such file or directory\n"
958,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:anchor_end> data/empty.txt,0,0,1:\n,1:\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdpo\x01: No such file or directory\n"
959,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:anchor_end> data/empty.txt,0,0,\n,\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdm\x01: No such file or directory\n"
960,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:anchor_end> data/empty.txt,0,0,1:\n,1:\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdj\x01: No such file or directory\n"
961,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:anchor_end> data/empty.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\u0744o\x01: No such file or directory\n"
962,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:anchor_end> data/empty.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdj\x01: No such file or directory\n"
963,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:anchor_end> data/empty.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdzm\x01: No such file or directory\n"
964,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:anchor_end> data/empty.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\\o\x01: No such file or directory\n"
965,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:anchor_end> data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(\ufffd\ufffdo\x01: No such file or directory\n"
966,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:anchor_end> data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdn\x01: No such file or directory\n"
967,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:anchor_end> data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdo\x01: No such file or directory\n"
968,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:anchor_end> data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]Go\x01: No such file or directory\n"
969,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:anchor_end> data/no_match.txt,0,0,zzz\nYYY\n123\n,zzz\nYYY\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d4o\x01: No such file or directory\n"
970,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:anchor_end> data/no_match.txt,0,0,1:zzz\n2:YYY\n3:123\n,1:zzz\n2:YYY\n3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]No\x01: No such file or directory\n"
971,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:anchor_end> data/no_match.txt,0,0,zzz\nYYY\n123\n,zzz\nYYY\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\u0759k\x01: No such file or directory\n"
972,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:anchor_end> data/no_match.txt,0,0,1:zzz\n2:YYY\n3:123\n,1:zzz\n2:YYY\n3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x13o\x01: No such file or directory\n"
973,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:anchor_end> data/no_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdk\x01: No such file or directory\n"
974,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:anchor_end> data/no_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\x0eo\x01: No such file or directory\n"
975,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:anchor_end> data/no_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdPm\x01: No such file or directory\n"
976,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:anchor_end> data/no_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x0fm\x01: No such file or directory\n"
977,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:anchor_end> data/one_match.txt,0,0,foo\n,foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(\ufffdHk\x01: No such file or directory\n"
978,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:anchor_end> data/one_match.txt,0,0,1:foo\n,1:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdk\x01: No such file or directory\n"
979,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:anchor_end> data/one_match.txt,0,0,foo\n,foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdj\x01: No such file or directory\n"
980,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:anchor_end> data/one_match.txt,0,0,1:foo\n,1:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdl\x01: No such file or directory\n"
981,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:anchor_end> data/one_match.txt,0,0,bar\nbaz\n,bar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd,o\x01: No such file or directory\n"
982,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:anchor_end> data/one_match.txt,0,0,2:bar\n3:baz\n,2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd_m\x01: No such file or directory\n"
983,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:anchor_end> data/one_match.txt,0,0,bar\nbaz\n,bar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\u0762k\x01: No such file or directory\n"
